id,author,affiliation,longitude,latitude
2310.10920,Sara Smith,Pacific Northwest National Laboratory,-119.284462,46.344139
2310.10920,Sridevi Wagle,Pacific Northwest National Laboratory,-119.284462,46.344139
2310.10920,Sameera Horawalavithana,Pacific Northwest National Laboratory,-119.284462,46.344139
2310.01830,Zuhao Yang,"Nanyang Technological University, Singapore",103.6831,1.3483
2310.01830,Fangneng Zhan,"Max Planck Institute for Informatics, Germany",7.0404,49.2559
2310.01830,Kunhao Liu,"Nanyang Technological University, Singapore",103.6831,1.3483
2310.01830,Muyu Xu,"Nanyang Technological University, Singapore",103.6831,1.3483
2310.01830,Shijian Lu,"Nanyang Technological University, Singapore",103.6831,1.3483
2310.07609,Liangming Pan,MBZUAI,54.3213,24.4367
2310.07609,Liangming Pan,"University of California, Santa Barbara",-119.8456,34.4140
2310.07609,Xinyuan Lu,National University of Singapore,103.7764,1.2966
2310.07609,Min-Yen Kan,National University of Singapore,103.7764,1.2966
2310.07609,Preslav Nakov,MBZUAI,54.3213,24.4367
2310.11721,Caoyun Fan,"MoE Key Lab of Artificial Intelligence, AI Institute, Shanghai Jiao Tong University",121.4375,31.0254
2310.11721,Jidong Tian,"MoE Key Lab of Artificial Intelligence, AI Institute, Shanghai Jiao Tong University",121.4375,31.0254
2310.11721,Yitian Li,"MoE Key Lab of Artificial Intelligence, AI Institute, Shanghai Jiao Tong University",121.4375,31.0254
2310.11721,Wenqing Chen,"School of Software Engineering, Sun Yat-sen University",113.2939,23.0965
2310.11721,Hao He,"MoE Key Lab of Artificial Intelligence, AI Institute, Shanghai Jiao Tong University",121.4375,31.0254
2310.11721,Yaohui Jin,"MoE Key Lab of Artificial Intelligence, AI Institute, Shanghai Jiao Tong University",121.4375,31.0254
2310.13513,Zhuoyi Zhang,SenseTime Research,unknown,unknown
2310.13513,Yunchen Zhang,SenseTime Research,unknown,unknown
2310.13513,Yunchen Zhang,University of Electronic Science and Technology of China,104.081533,30.538259
2310.13513,Gonglei Shi,SenseTime Research,unknown,unknown
2310.13513,Yu Shen,SenseTime Research,unknown,unknown
2310.13513,Xiuying Wei,SenseTime Research,unknown,unknown
2310.13513,Xiuying Wei,Beihang University,116.346014,39.986133
2310.13513,Ruihao Gong,SenseTime Research,unknown,unknown
2310.13513,Xiaoxu Xia,SenseTime Research,unknown,unknown
2310.13513,Qi Zhang,SenseTime Research,unknown,unknown
2310.13513,Lewei Lu,SenseTime Research,unknown,unknown
2310.13513,Xianglong Liu,Beihang University,116.346014,39.986133
2310.02050,Hao Zhang,"University of Information Engineering, ZhengZhou 450000, China",113.5325,34.6264
2310.02050,Nianwen Si,"University of Information Engineering, ZhengZhou 450000, China",113.5325,34.6264
2310.02050,Nianwen Si,"Department of Electronic Engineering, Tsinghua University, Beijing 100084, China",116.3264,40.0034
2310.02050,Yaqi Chen,"University of Information Engineering, ZhengZhou 450000, China",113.5325,34.6264
2310.02050,Wenlin Zhang,"University of Information Engineering, ZhengZhou 450000, China",113.5325,34.6264
2310.02050,Xukui Yang,"University of Information Engineering, ZhengZhou 450000, China",113.5325,34.6264
2310.02050,Dan Qu,"University of Information Engineering, ZhengZhou 450000, China",113.5325,34.6264
2310.02050,Xiaolin Jiao,"Zhengzhou University, ZhengZhou 450000, China",113.5363,34.8089
2310.13705,Laura B. Hensel,University of Glasgow,-4.2893,55.8721
2310.13705,Nutchanon Yongsatianchot,Northeastern University,-71.0892,42.3398
2310.13705,Parisa Torshizi,Northeastern University,-71.0892,42.3398
2310.13705,Elena Minucci,University of Glasgow,-4.2893,55.8721
2310.13705,Stacy Marsella,University of Glasgow,-4.2893,55.8721
2310.13705,Stacy Marsella,Northeastern University,-71.0892,42.3398
2310.16944,Lewis Tunstall,"The H4 (Helpful, Honest, Harmless, Huggy) Team, HuggingFace",2.3219,48.8566
2310.16944,Edward Beeching,"The H4 (Helpful, Honest, Harmless, Huggy) Team, HuggingFace",2.3219,48.8566
2310.16944,Nathan Lambert,"The H4 (Helpful, Honest, Harmless, Huggy) Team, HuggingFace",2.3219,48.8566
2310.16944,Nazneen Rajani,"The H4 (Helpful, Honest, Harmless, Huggy) Team, HuggingFace",2.3219,48.8566
2310.16944,Kashif Rasul,"The H4 (Helpful, Honest, Harmless, Huggy) Team, HuggingFace",2.3219,48.8566
2310.16944,Younes Belkada,"The H4 (Helpful, Honest, Harmless, Huggy) Team, HuggingFace",2.3219,48.8566
2310.16944,Shengyi Huang,"The H4 (Helpful, Honest, Harmless, Huggy) Team, HuggingFace",2.3219,48.8566
2310.16944,Leandro von Werra,"The H4 (Helpful, Honest, Harmless, Huggy) Team, HuggingFace",2.3219,48.8566
2310.16944,Clémentine Fourrier,"The H4 (Helpful, Honest, Harmless, Huggy) Team, HuggingFace",2.3219,48.8566
2310.16944,Nathan Habib,"The H4 (Helpful, Honest, Harmless, Huggy) Team, HuggingFace",2.3219,48.8566
2310.16944,Nathan Sarrazin,"The H4 (Helpful, Honest, Harmless, Huggy) Team, HuggingFace",2.3219,48.8566
2310.16944,Omar Sanseviero,"The H4 (Helpful, Honest, Harmless, Huggy) Team, HuggingFace",2.3219,48.8566
2310.16944,Alexander M. Rush,"The H4 (Helpful, Honest, Harmless, Huggy) Team, HuggingFace",2.3219,48.8566
2310.16944,Thomas Wolf,"The H4 (Helpful, Honest, Harmless, Huggy) Team, HuggingFace",2.3219,48.8566
2310.11716,Ming Li,University of Maryland,-76.9400,38.9869
2310.11716,Lichang Chen,University of Maryland,-76.9400,38.9869
2310.11716,Jiuhai Chen,University of Maryland,-76.9400,38.9869
2310.11716,Shwai He,University of Maryland,-76.9400,38.9869
2310.11716,Heng Huang,University of Maryland,-76.9400,38.9869
2310.11716,Jiuxiang Gu,Adobe Research,-121.9552,37.3541
2310.11716,Tianyi Zhou,University of Maryland,-76.9400,38.9869
2310.05993,Adrian Groza,"Department of Computer Science, Technical University of Cluj-Napoca",23.561,46.769
2310.10169,Guanting Dong,"Beijing University of Posts and Telecommunications, Beijing, China",116.3616,39.9668
2310.10169,Tingfeng Hui,"Beijing University of Posts and Telecommunications, Beijing, China",116.3616,39.9668
2310.10169,Zhuoma GongQue,"Beijing University of Posts and Telecommunications, Beijing, China",116.3616,39.9668
2310.10169,Jinxu Zhao,"Beijing University of Posts and Telecommunications, Beijing, China",116.3616,39.9668
2310.10169,Daichi Guo,"Beijing University of Posts and Telecommunications, Beijing, China",116.3616,39.9668
2310.10169,Gang Zhao,"Beijing University of Posts and Telecommunications, Beijing, China",116.3616,39.9668
2310.10169,Keqing He,"Meituan, Beijing, China",116.4894,39.9062
2310.10169,Weiran Xu,"Beijing University of Posts and Telecommunications, Beijing, China",116.3616,39.9668
2310.14772,Anqi Mao,"Courant Institute of Mathematical Sciences, New York",-73.9975,40.7295
2310.14772,Mehryar Mohri,"Courant Institute of Mathematical Sciences, New York",-73.9975,40.7295
2310.14772,Mehryar Mohri,"Google Research, New York",-74.0059,40.7128
2310.14772,Yutao Zhong,"Courant Institute of Mathematical Sciences, New York",-73.9975,40.7295
2310.03878,Yao Dou,Georgia Institute of Technology,-84.396285,33.775618
2310.03878,Philippe Laban,Salesforce,-122.401350,37.789940
2310.03878,Claire Gardent,CNRS/LORIA,6.172692,48.663045
2310.03878,Wei Xu,Georgia Institute of Technology,-84.396285,33.775618
2310.06124,Yash Garg,"University of California Riverside, CA 92508, USA",-117.3280644,33.9737055
2310.06124,Nebiyou Yismaw,"University of California Riverside, CA 92508, USA",-117.3280644,33.9737055
2310.06124,Rakib Hyder,"University of California Riverside, CA 92508, USA",-117.3280644,33.9737055
2310.06124,Ashley Prater-Bennette,"Air Force Research Laboratory, Rome, NY 13441, USA",-75.4557304,43.212847
2310.06124,M. Salman Asif,"University of California Riverside, CA 92508, USA",-117.3280644,33.9737055
2310.09668,Chenyang Yang,Carnegie Mellon University,-79.9429,40.4433
2310.09668,Rishabh Rustogi,Carnegie Mellon University,-79.9429,40.4433
2310.09668,Rachel Brower-Sinning,Carnegie Mellon Software Engineering Institute,-79.9959,40.4444
2310.09668,Grace A. Lewis,Carnegie Mellon Software Engineering Institute,-79.9959,40.4444
2310.09668,Christian Kästner,Carnegie Mellon University,-79.9429,40.4433
2310.09668,Tongshuang Wu,Carnegie Mellon University,-79.9429,40.4433
2310.12815,Yupei Liu,Penn State University,-77.860001,40.798214
2310.12815,Yuqi Jia,Duke University,-78.938229,36.001426
2310.12815,Runpeng Geng,Wuhan University,114.365487,30.539097
2310.12815,Jinyuan Jia,Penn State University,-77.860001,40.798214
2310.12815,Neil Zhenqiang Gong,Duke University,-78.938229,36.001426
2310.06214,Eslam Mohamed Bakr,King Abdullah University of Science and Technology (KAUST),39.1044,22.3040
2310.06214,Mohamed Ayman,King Abdullah University of Science and Technology (KAUST),39.1044,22.3040
2310.06214,Mahmoud Ahmed,King Abdullah University of Science and Technology (KAUST),39.1044,22.3040
2310.06214,Habib Slim,King Abdullah University of Science and Technology (KAUST),39.1044,22.3040
2310.06214,Mohamed Elhoseiny,King Abdullah University of Science and Technology (KAUST),39.1044,22.3040
2310.05028,Guozheng Li,Southeast University,118.796877,32.060255
2310.05028,Peng Wang,Southeast University,118.796877,32.060255
2310.05028,Wenjun Ke,Southeast University,118.796877,32.060255
2310.04425,Petar Radanliev,"Department of Engineering Science, University of Oxford",-1.2544,51.7587
2310.04425,David De Roure,"Department of Engineering Science, University of Oxford",-1.2544,51.7587
2310.04425,Omar Santos,"Cisco Systems, RTP, North Carolina, United States",-78.8700,35.9934
2310.12150,Hung-Ting Chen,"Department of Computer Science, The University of Texas at Austin",-97.736236,30.286106
2310.12150,Fangyuan Xu,"Department of Computer Science, The University of Texas at Austin",-97.736236,30.286106
2310.12150,Shane A. Arora,"Department of Computer Science, The University of Texas at Austin",-97.736236,30.286106
2310.12150,Eunsol Choi,"Department of Computer Science, The University of Texas at Austin",-97.736236,30.286106
2310.05015,Song Guo,Microsoft Research,-122.1245,47.6401
2310.05015,Song Guo,Xiamen University,118.0895,24.4454
2310.05015,Jiahang Xu,Microsoft Research,-122.1245,47.6401
2310.05015,Li Lyna Zhang,Microsoft Research,-122.1245,47.6401
2310.05015,Mao Yang,Microsoft Research,-122.1245,47.6401
2310.11173,Shuo Wang,"Digital Medical Research Centre, School of Basic Medical Sciences, Fudan University, Shanghai, China",121.5031,31.2969
2310.11173,Shuo Wang,"Shanghai Key Laboratory of MICCAI, Shanghai, China",121.5031,31.2969
2310.11173,Shuo Wang,"Data Science Institute, Imperial College London, London, UK",-0.1749,51.4988
2310.11173,Yan Zhu,"Shanghai Collaborative Innovation Centre of Endoscopy, Shanghai, China",121.5031,31.2969
2310.11173,Yan Zhu,"Endoscopy Centre and Endoscopy Research Institute, Zhongshan Hospital, Fudan University, Shanghai, China",121.4525,31.2215
2310.11173,Xiaoyuan Luo,"Digital Medical Research Centre, School of Basic Medical Sciences, Fudan University, Shanghai, China",121.5031,31.2969
2310.11173,Xiaoyuan Luo,"Shanghai Key Laboratory of MICCAI, Shanghai, China",121.5031,31.2969
2310.11173,Zhiwei Yang,"Digital Medical Research Centre, School of Basic Medical Sciences, Fudan University, Shanghai, China",121.5031,31.2969
2310.11173,Zhiwei Yang,"Shanghai Key Laboratory of MICCAI, Shanghai, China",121.5031,31.2969
2310.11173,Zhiwei Yang,"Academy for Engineering and Technology, Fudan University, Shanghai 200433, China",121.5031,31.2969
2310.11173,Yizhe Zhang,"School of Computer Science and Engineering, Nanjing University of Science and Technology, Jiangsu, China",118.7698,32.0617
2310.11173,Peiyao Fu,"Shanghai Collaborative Innovation Centre of Endoscopy, Shanghai, China",121.5031,31.2969
2310.11173,Peiyao Fu,"Endoscopy Centre and Endoscopy Research Institute, Zhongshan Hospital, Fudan University, Shanghai, China",121.4525,31.2215
2310.11173,Manning Wang,"Digital Medical Research Centre, School of Basic Medical Sciences, Fudan University, Shanghai, China",121.5031,31.2969
2310.11173,Manning Wang,"Shanghai Key Laboratory of MICCAI, Shanghai, China",121.5031,31.2969
2310.11173,Zhijian Song,"Digital Medical Research Centre, School of Basic Medical Sciences, Fudan University, Shanghai, China",121.5031,31.2969
2310.11173,Zhijian Song,"Shanghai Key Laboratory of MICCAI, Shanghai, China",121.5031,31.2969
2310.11173,Quanlin Li,"Shanghai Collaborative Innovation Centre of Endoscopy, Shanghai, China",121.5031,31.2969
2310.11173,Quanlin Li,"Endoscopy Centre and Endoscopy Research Institute, Zhongshan Hospital, Fudan University, Shanghai, China",121.4525,31.2215
2310.11173,Pinghong Zhou,"Shanghai Collaborative Innovation Centre of Endoscopy, Shanghai, China",121.5031,31.2969
2310.11173,Pinghong Zhou,"Endoscopy Centre and Endoscopy Research Institute, Zhongshan Hospital, Fudan University, Shanghai, China",121.4525,31.2215
2310.11173,Yike Guo,"Data Science Institute, Imperial College London, London, UK",-0.1749,51.4988
2310.11173,Yike Guo,"Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China",114.2646,22.3364
2310.14799,Libo Qin,"School of Computer Science and Engineering, Central South University, China",112.938814,28.179519
2310.14799,Qiguang Chen,Research Center for Social Computing and Information Retrieval,126.633301,45.756966
2310.14799,Qiguang Chen,"Harbin Institute of Technology, China",126.633301,45.756966
2310.14799,Fuxuan Wei,Research Center for Social Computing and Information Retrieval,126.633301,45.756966
2310.14799,Fuxuan Wei,"Harbin Institute of Technology, China",126.633301,45.756966
2310.14799,Shijue Huang,"Harbin Institute of Technology, Shenzhen, China",114.055595,22.593399
2310.14799,Wanxiang Che,Research Center for Social Computing and Information Retrieval,126.633301,45.756966
2310.14799,Wanxiang Che,"Harbin Institute of Technology, China",126.633301,45.756966
2310.12945,Chunyi Sun,Australian National University,149.1189,-35.2777
2310.12945,Junlin Han,University of Oxford,-1.2544,51.7585
2310.12945,Weijian Deng,Australian National University,149.1189,-35.2777
2310.12945,Xinlong Wang,Beijing Academy of Artificial Intelligence,116.4074,39.9042
2310.12945,Zishan Qin,Australian National University,149.1189,-35.2777
2310.12945,Stephen Gould,Australian National University,149.1189,-35.2777
2310.11501,Myra Cheng,"Stanford University, Department of Computer Science",-122.169365,37.427475
2310.11501,Tiziano Piccardi,"Stanford University, Department of Computer Science",-122.169365,37.427475
2310.11501,Diyi Yang,"Stanford University, Department of Computer Science",-122.169365,37.427475
2310.08659,Yixiao Li,Georgia Tech,-84.3963,33.7756
2310.08659,Yifan Yu,Georgia Tech,-84.3963,33.7756
2310.08659,Chen Liang,Georgia Tech,-84.3963,33.7756
2310.08659,Pengcheng He,Microsoft Azure,-122.1245,47.6401
2310.08659,Nikos Karampatziakis,Microsoft Azure,-122.1245,47.6401
2310.08659,Weizhu Chen,Microsoft Azure,-122.1245,47.6401
2310.08659,Tuo Zhao,Georgia Tech,-84.3963,33.7756
2310.07478,Minji Yoon,Carnegie Mellon University,-79.942553,40.443322
2310.07478,Jing Yu Koh,Carnegie Mellon University,-79.942553,40.443322
2310.07478,Bryan Hooi,National University of Singapore,103.776396,1.296643
2310.07478,Ruslan Salakhutdinov,Carnegie Mellon University,-79.942553,40.443322
2310.06248,Prashanth Gurunath Shivakumar,"Amazon Alexa AI, USA",-122.335167,47.621213
2310.06248,Jari Kolehmainen,"Amazon Alexa AI, USA",-122.335167,47.621213
2310.06248,Yile Gu,"Amazon Alexa AI, USA",-122.335167,47.621213
2310.06248,Ankur Gandhe,"Amazon Alexa AI, USA",-122.335167,47.621213
2310.06248,Ariya Rastrow,"Amazon Alexa AI, USA",-122.335167,47.621213
2310.06248,Ivan Bulyko,"Amazon Alexa AI, USA",-122.335167,47.621213
2310.02569,Zejun Li,Fudan University,121.5031,31.2935
2310.02569,Ye Wang,Fudan University,121.5031,31.2935
2310.02569,Mengfei Du,Fudan University,121.5031,31.2935
2310.02569,Qingwen Liu,Fudan University,121.5031,31.2935
2310.02569,Binhao Wu,Fudan University,121.5031,31.2935
2310.02569,Jiwen Zhang,Fudan University,121.5031,31.2935
2310.02569,Chengxing Zhou,Northeastern University,-71.0892,42.3398
2310.02569,Zhihao Fan,Alibaba Group,120.2194,30.2592
2310.02569,Jie Fu,Hong Kong University of Science and Technology,114.2635,22.3364
2310.02569,Jingjing Chen,Fudan University,121.5031,31.2935
2310.02569,Xuanjing Huang,Fudan University,121.5031,31.2935
2310.02569,Zhongyu Wei,Fudan University,121.5031,31.2935
2310.15777,Yizhe Yang,"School of Computer Science Beijing Institute of Technology, Beijing Engineering Research Center of High Volume Language Information Processing and Cloud Computing Applications, Beijing Institute of Technology Southeast Academy of Information Technology",116.3205,39.9669
2310.15777,Huashan Sun,"School of Computer Science Beijing Institute of Technology, Beijing Engineering Research Center of High Volume Language Information Processing and Cloud Computing Applications, Beijing Institute of Technology Southeast Academy of Information Technology",116.3205,39.9669
2310.15777,Jiawei Li,"School of Computer Science Beijing Institute of Technology, Beijing Engineering Research Center of High Volume Language Information Processing and Cloud Computing Applications, Beijing Institute of Technology Southeast Academy of Information Technology",116.3205,39.9669
2310.15777,RunHeng Liu,"School of Computer Science Beijing Institute of Technology, Beijing Engineering Research Center of High Volume Language Information Processing and Cloud Computing Applications, Beijing Institute of Technology Southeast Academy of Information Technology",116.3205,39.9669
2310.15777,Yinghao Li,"School of Computer Science Beijing Institute of Technology, Beijing Engineering Research Center of High Volume Language Information Processing and Cloud Computing Applications, Beijing Institute of Technology Southeast Academy of Information Technology",116.3205,39.9669
2310.15777,Yuhang Liu,"School of Computer Science Beijing Institute of Technology, Beijing Engineering Research Center of High Volume Language Information Processing and Cloud Computing Applications, Beijing Institute of Technology Southeast Academy of Information Technology",116.3205,39.9669
2310.15777,Heyan Huang,"School of Computer Science Beijing Institute of Technology, Beijing Engineering Research Center of High Volume Language Information Processing and Cloud Computing Applications, Beijing Institute of Technology Southeast Academy of Information Technology",116.3205,39.9669
2310.15777,Yang Gao,"School of Computer Science Beijing Institute of Technology, Beijing Engineering Research Center of High Volume Language Information Processing and Cloud Computing Applications, Beijing Institute of Technology Southeast Academy of Information Technology",116.3205,39.9669
2310.04304,Ahmed R. Sadik,Honda Research Institute Europe,8.76034,50.10318
2310.04304,Sebastian Brulin,Honda Research Institute Europe,8.76034,50.10318
2310.04304,Markus Olhofer,Honda Research Institute Europe,8.76034,50.10318
2310.16411,Alon Goldstein,Xoltar Inc,,
2310.16411,Miriam Havin,"Department of Cognitive and Brain Sciences, Hebrew University, Jerusalem",35.1966,31.7833
2310.16411,Roi Reichart,"Faculty of Data and Decision Sciences, Technion",35.0219,32.7766
2310.16411,Ariel Goldstein,Xoltar Inc,,
2310.16411,Ariel Goldstein,"Department of Cognitive and Brain Sciences, Hebrew University, Jerusalem",35.1966,31.7833
2310.16411,Ariel Goldstein,"The Hebrew University Business School, Jerusalem, Israel",35.1966,31.7833
2310.16411,Ariel Goldstein,Google Research,,
2310.16261,Ting-Rui Chiang,University of Southern California,-118.285117,34.022352
2310.16261,Dani Yogatama,University of Southern California,-118.285117,34.022352
2310.00313,Akanksha Saran,Microsoft Research,-74.0060,40.7128
2310.00313,Hosein Hasanbeig,Microsoft Research,-74.0060,40.7128
2310.00313,Leo Betthauser,Microsoft,-122.1215,47.6740
2310.00313,Safoora Yousefi,Microsoft,-122.1215,47.6740
2310.00313,Raphaël Millière,Macquarie University,151.1125,-33.7749
2310.00313,Ida Momennejad,Microsoft Research,-74.0060,40.7128
2310.02609,Wei Chen,"Hong Kong University of Science and Technology, Hong Kong, China",114.267616,22.337218
2310.02609,Huaijin Wang,"Hong Kong University of Science and Technology, Hong Kong, China",114.267616,22.337218
2310.02609,Weixi Gu,"China Academy of Industrial Internet, Beijing, China",116.407396,39.904200
2310.02609,Shuai Wang,"Hong Kong University of Science and Technology, Hong Kong, China",114.267616,22.337218
2310.16731,Roshanak Mirzaee,Michigan State University,-84.4838654,42.701848
2310.16731,Parisa Kordjamshidi,Michigan State University,-84.4838654,42.701848
2310.01708,G. Zubkova,Sber AI Lab,37.6172999,55.755826
2310.01708,A. Nesterov,Sber AI Lab,37.6172999,55.755826
2310.01708,D. Umerenkov,Sber AI Lab,37.6172999,55.755826
2310.07710,Yihan Wu,University of Maryland,-76.9400,38.9869
2310.07710,Zhengmian Hu,University of Maryland,-76.9400,38.9869
2310.07710,Hongyang Zhang,University of Waterloo,-80.5417,43.4723
